record_id,student_id,dataset_source,sleep_hours,academic_score,gender,sleep_category,integration_method,bedtime_variability,cumulative_gpa,age,study_hours_per_day,attendance_percentage,productivity_score,distraction_hours
1341,KGL_S1793,Kaggle,8.6,49.4,Female,Optimal,append,,,20,2.5,84.5,5185.416666666667,6.699999999999999
1330,KGL_S1782,Kaggle,8.6,56.0,Female,Optimal,append,,,24,3.9,90.6,5869.166666666666,4.4
1211,KGL_S1663,Kaggle,8.6,75.6,Female,Optimal,append,,,22,2.5,89.6,6469.166666666666,2.8
977,KGL_S1429,Kaggle,8.6,67.6,Male,Optimal,append,,,20,3.6,70.0,6354.166666666667,3.8
243,CMU_14,CMU,8.642857143333334,97.5,Female,Optimal,append,0.044828151,3.533333,,,,,
815,KGL_S1267,Kaggle,8.7,53.3,Female,Optimal,append,,,24,1.8,92.7,7098.75,5.699999999999999
1253,KGL_S1705,Kaggle,8.7,52.6,Female,Optimal,append,,,21,1.0,79.4,6370.416666666667,3.1
1454,KGL_S1906,Kaggle,8.7,43.4,Female,Optimal,append,,,18,0.0,70.1,6065.000000000001,6.6
744,KGL_S1196,Kaggle,8.7,64.5,Male,Optimal,append,,,18,2.7,88.9,6118.333333333334,4.0
1267,KGL_S1719,Kaggle,8.7,68.9,Male,Optimal,append,,,20,2.3,76.9,6745.416666666667,3.9
1499,KGL_S1951,Kaggle,8.7,94.0,Female,Optimal,append,,,20,3.3,76.7,7282.083333333332,3.1
1257,KGL_S1709,Kaggle,8.7,56.4,Other,Optimal,append,,,24,2.9,67.6,5325.416666666666,6.9
1473,KGL_S1925,Kaggle,8.7,53.6,Other,Optimal,append,,,19,1.7,97.3,6567.916666666668,4.5
1433,KGL_S1885,Kaggle,8.7,100.0,Male,Optimal,append,,,21,5.2,87.7,7640.416666666667,1.3
835,KGL_S1287,Kaggle,8.8,84.2,Male,Optimal,append,,,21,4.4,75.7,5986.25,3.1
795,KGL_S1247,Kaggle,8.8,90.0,Female,Optimal,append,,,17,5.8,88.7,7363.333333333332,5.4
1474,KGL_S1926,Kaggle,8.8,58.8,Male,Optimal,append,,,21,2.7,81.7,5573.75,5.1
762,KGL_S1214,Kaggle,8.8,100.0,Male,Optimal,append,,,19,5.7,100.0,7541.666666666667,3.8
382,CMU_374,CMU,8.886904761666667,95.0,Male,Optimal,append,0.026300869,3.938,,,,,
1432,KGL_S1884,Kaggle,8.9,40.9,Female,Optimal,append,,,24,2.3,85.3,5215.833333333333,6.199999999999999
594,KGL_S1046,Kaggle,8.9,71.0,Male,Optimal,append,,,24,2.4,87.9,6895.416666666667,5.3
1370,KGL_S1822,Kaggle,9.0,49.1,Female,Optimal,append,,,22,2.6,79.8,4630.416666666667,8.7
573,KGL_S1025,Kaggle,9.0,69.9,Male,Optimal,append,,,22,4.9,74.7,5096.666666666667,7.6
571,KGL_S1023,Kaggle,9.0,43.7,Female,Optimal,append,,,24,1.1,90.0,4656.25,5.5
992,KGL_S1444,Kaggle,9.0,64.9,Male,Optimal,append,,,20,2.8,79.1,4842.083333333333,4.5
654,KGL_S1106,Kaggle,9.1,82.3,Male,Optimal,append,,,22,3.3,83.3,6145.0,1.2000000000000002
628,KGL_S1080,Kaggle,9.1,70.7,Male,Optimal,append,,,23,2.9,64.0,6245.833333333334,4.4
1225,KGL_S1677,Kaggle,9.1,73.8,Male,Optimal,append,,,24,3.7,85.9,5970.416666666667,6.7
1184,KGL_S1636,Kaggle,9.1,58.4,Female,Optimal,append,,,17,3.0,81.6,4915.0,4.800000000000001
1378,KGL_S1830,Kaggle,9.1,83.5,Female,Optimal,append,,,21,4.7,91.3,6563.75,4.3
968,KGL_S1420,Kaggle,9.1,70.8,Female,Optimal,append,,,18,3.8,68.7,5030.0,7.0
551,KGL_S1003,Kaggle,9.2,26.8,Female,Optimal,append,,,23,1.0,71.0,4222.916666666666,4.9
814,KGL_S1266,Kaggle,9.3,100.0,Female,Optimal,append,,,20,6.6,86.5,6485.416666666667,5.300000000000001
1229,KGL_S1681,Kaggle,9.3,51.5,Male,Optimal,append,,,21,0.7,81.7,5261.25,1.7
718,KGL_S1170,Kaggle,9.3,96.6,Male,Optimal,append,,,24,5.8,74.7,6565.416666666667,4.9
928,KGL_S1380,Kaggle,9.3,67.7,Male,Optimal,append,,,24,3.5,69.9,6080.833333333334,3.8000000000000003
1456,KGL_S1908,Kaggle,9.4,100.0,Female,Optimal,append,,,23,5.6,92.2,7627.916666666667,3.3
675,KGL_S1127,Kaggle,9.4,88.0,Female,Optimal,append,,,17,4.3,71.6,6540.000000000001,3.8000000000000003
1097,KGL_S1549,Kaggle,9.5,51.5,Male,Optimal,append,,,23,2.0,92.5,5583.333333333333,6.2
634,KGL_S1086,Kaggle,9.5,79.2,Male,Optimal,append,,,22,3.6,83.1,6442.083333333333,3.6999999999999997
1460,KGL_S1912,Kaggle,9.5,89.1,Male,Optimal,append,,,21,3.6,75.8,7103.333333333333,2.8000000000000003
100,CMU_180,CMU,9.572413793333334,90.0,Female,Optimal,append,0.031395621,3.49,,,,,
1529,KGL_S1981,Kaggle,9.6,66.2,Male,Optimal,append,,,24,3.6,66.3,5032.5,3.6
864,KGL_S1316,Kaggle,9.7,76.1,Female,Optimal,append,,,19,3.3,80.3,6913.75,5.1
670,KGL_S1122,Kaggle,9.7,84.8,Male,Optimal,append,,,18,4.6,83.6,5642.083333333333,3.9
135,CMU_2,CMU,9.794444445,95.833325,Female,Optimal,append,0.422244444,3.321428036,,,,,
962,KGL_S1414,Kaggle,9.8,78.7,Female,Optimal,append,,,19,4.2,91.1,6277.5,6.0
1350,KGL_S1802,Kaggle,10.0,82.9,Male,Optimal,append,,,17,4.3,78.7,5467.5,3.8
1503,KGL_S1955,Kaggle,10.0,86.9,Female,Optimal,append,,,19,2.7,92.2,6930.0,4.199999999999999
